,sms,label
2145,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1
2688,Yes I know the cheesy songs from frosty the snowman :),0
2292,:-( that's not v romantic!,0
618,I come n pick Ì_ up... Come out immediately aft ur lesson...,0
4776,Sorry completely forgot * will pop em round this week if your still here?,0
2680,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",0
124,ÌÏ predict wat time Ì_'ll finish buying?,0
1886,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1
2981,"Tonight? Yeah, I'd be down for that",0
2223,"Thanks for your ringtone order, ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120",1
3661,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",0
3431,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1
5085,Sorry i missed your call. Can you please call back.,0
4953,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0
4166,Are you at work right now ?,0
869,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,1
3358,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,1
1042,Easy ah?sen got selected means its good..,0
2025,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! ",0
3664,Ha... U jus ate honey ar? So sweet...,0
356,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1
1162,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1
3926,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*,0
3418,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,1
3341,You will go to walmart. I.ll stay.,0
2874,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0
2862,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",0
2181,Ok.,0
5162,Just send a text. We'll skype later.,0
4189,"Sorry, I'll call later",0
579,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0
4304,Yo come over carlos will be here soon,0
2771,Then ur sis how?,0
2224,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",0
4098,If u dun drive then how i go 2 sch.,0
1691,I don't know but I'm raping dudes at poker,0
1867,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,0
4060,"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",0
4994,"Just looked it up and addie goes back Monday, sucks to be her",0
332,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,1
1926,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0
2894,Went to ganesh dress shop,0
1744,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1
3383,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,1
3792,Hey are you angry with me. Reply me dr.,0
1258,Honey boo I'm missing u.,0
4319,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,0
1451,Ya! when are Ì_ taking ure practical lessons? I start in june..  ,0
2399,Oh... Kay... On sat right?,0
1116,Hey... What time is your driving on fri? We go for evaluation on fri?,0
1541,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0
3618,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,1
4252,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,0
1954,Good night. Am going to sleep.,0
5329,"Sir, waiting for your letter.",0
3045,So how's the weather over there?,0
4041,What time do u get out?,0
3098,Ok... I din get ur msg...,0
2372,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,0
445,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0
2778,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",1
4619,THIS IS A LONG FUCKIN SHOWR,0
4165,Well if I'm that desperate I'll just call armand again,0
1413,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1
452,K:)k:)what are detail you want to transfer?acc no enough?,0
5375,I cant pick the phone right now. Pls send a message,0
2885,No probs hon! How u doinat the mo?,0
4944,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0
3313,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0
3652,It has issues right now. Ill fix for her by tomorrow.,0
14,I HAVE A DATE ON SUNDAY WITH WILL!!,0
4758,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,1
3235,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0
945,I cant wait to see you! How were the photos were useful? :),0
5319,Kothi print out marandratha.,0
5528,Its just the effect of irritation. Just ignore it,0
247,Kallis wont bat in 2nd innings.,0
3986,Ringtone Club: Gr8 new polys direct to your mobile every week !,1
360,Ha ha cool cool chikku chikku:-):-DB-),0
5347,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0
3781,How r Ì_ going to send it to me?,0
5188,Okie,0
1776,Call FREEPHONE 0800 542 0578 now!,1
3878,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,0
4169,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",0
2847,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
4259,Are you plans with your family set in stone ?,0
3922,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0
2696,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,0
1592,Will it help if we propose going back again tomorrow,0
1723,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",0
2299,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",1
5183,"Fuuuuck I need to stop sleepin, sup",0
5217,Well thats nice. Too bad i cant eat it,0
5441,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",0
1965,Thanks. It was only from tescos but quite nice. All gone now. Speak soon ,0
3527,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1
5264,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0
490,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",0
4176,Ok lor then we go tog lor...,0
862,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0
1006,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1
4255,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0
1383,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0
2405,I'm meeting Darren...,0
3574,And do you have any one that can teach me how to ship cars.,0
4866,Okey dokey swashbuckling stuff what oh.,0
2235,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,0
1362,What does the dance river do?,0
4125,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1
506,"Maybe westshore or hyde park village, the place near my house?",0
1417,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0
3303,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,0
25,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0
5359,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0
3388,O. Guess they both got screwd,0
1222,Teach me apps da. When you come to college.,0
3815,How long does it take to get it.,0
1113,"No I'm good for the movie, is it ok if I leave in an hourish?",0
2656,Feel like trying kadeem again? :V,0
1552,U too...,0
4769,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0
5107,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0
2580,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,1
3583,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1
5208,Hi.what you think about match?,0
3668,Yeah imma come over cause jay wants to do some drugs,0
433,Booked ticket for pongal?,0
5115,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",1
3906,No that just means you have a fat head,0
4649,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",0
